item_id,question_id,domain,subcategory,difficulty,answer_type,question_text
HB_EXP1_0044,factual_v2_science_0010,factual,science,,short_text,What is the process by which crops convert sunlight into biomass?
HB_EXP1_0045,factual_v2_cross_domain_trivia_0049,factual,cross_domain_trivia,,short_text,What type of musical instrument is often associated with the jazz genre and was popularized by Louis Armstrong?
HB_EXP1_0046,factual_v2_culture_0033,factual,culture,,short_text,What is the name of the famous novel by Herman Melville that begins with the line 'Call me Ishmael'?
HB_EXP1_0047,factual_v2_geography_0002,factual,geography,,short_text,What is the world's largest desert by land area?
HB_EXP1_0048,factual_v2_history_0022,factual,history,,short_text,Who was the leader of the United Kingdom during the Falklands War?
HB_EXP1_0049,linguistic_v2_ambiguity_resolution_0023,linguistic,ambiguity_resolution,,short_text,What are two possible meanings of the sentence: 'The woman heard the man with the phone.'
HB_EXP1_0050,linguistic_v2_grammar_correction_0043,linguistic,grammar_correction,,short_text,Is there a grammatical error in: 'The book is on the table.'
HB_EXP1_0051,linguistic_v2_morphology_0018,linguistic,morphology,,short_text,What is the morphological decomposition of 'nonconformity'?
HB_EXP1_0052,linguistic_v2_register_formality_0032,linguistic,register_formality,,short_text,Is the phrase 'I'm totally amped for the festival' suitable for a job interview at a conservative company?
HB_EXP1_0053,linguistic_v2_syntax_parsing_0002,linguistic,syntax_parsing,,short_text,"In the sentence 'The organization, which was established in 1920, provides vital services', what word does 'which was established in 1920' modify?"
HB_EXP1_0054,linguistic_v2_ambiguity_resolution_0021,linguistic,ambiguity_resolution,,short_text,Which reading is more natural given the context: 'The researcher is studying a report on the plane.' - 'The researcher is studying a report that is about the plane.' or 'The researcher is studying a report while on the plane.'
HB_EXP1_0055,linguistic_v2_grammar_correction_0043,linguistic,grammar_correction,,short_text,"What is the grammatical error in: 'If I was a famous actor, I would win an Oscar.'"
HB_EXP1_0056,linguistic_v2_morphology_0014,linguistic,morphology,,short_text,What is the morphological decomposition of 'disenthusiastically'?
HB_EXP1_0057,linguistic_v2_register_formality_0033,linguistic,register_formality,,short_text,Rewrite in informal register: 'I am delighted to announce the forthcoming nuptials of my esteemed colleague.'
HB_EXP1_0058,linguistic_v2_syntax_parsing_0004,linguistic,syntax_parsing,,short_text,"In the sentence ""The song, composed by a talented musician, is a hit"", what word does ""composed by a talented musician"" modify?"
HB_EXP1_0059,linguistic_v2_ambiguity_resolution_0022,linguistic,ambiguity_resolution,,short_text,Give two interpretations of: 'I'm searching for a pencil to draw with.'
HB_EXP1_0060,linguistic_v2_grammar_correction_0045,linguistic,grammar_correction,,short_text,"What is the grammatical error in: 'The company has laid off hundreds of employees, but the CEO says they is still hiring.'"
HB_EXP1_0061,linguistic_v2_morphology_0011,linguistic,morphology,,short_text,What prefix in 'impossible' indicates 'not'?
HB_EXP1_0062,linguistic_v2_register_formality_0035,linguistic,register_formality,,short_text,Is the phrase 'I'm gonna grab a snack' suitable for a job interview?
HB_EXP1_0063,linguistic_v2_syntax_parsing_0006,linguistic,syntax_parsing,,short_text,"In the sentence 'The city's population, which was small, is now larger', what word does the clause 'which was small' modify?"
HB_EXP1_0064,linguistic_v2_ambiguity_resolution_0021,linguistic,ambiguity_resolution,,short_text,Which reading is more natural given the context: 'The author is editing a manuscript on the ferry.' - 'The author is editing a manuscript that is about the ferry.' or 'The author is editing a manuscript while on the ferry.'
HB_EXP1_0065,linguistic_v2_grammar_correction_0049,linguistic,grammar_correction,,short_text,What is the grammatical error in: 'The hotel's promise is to provide it's guests with a comfortable stay.'
HB_EXP1_0066,linguistic_v2_morphology_0012,linguistic,morphology,,short_text,What is the derivational history of 'unaccountable'?
HB_EXP1_0067,linguistic_v2_register_formality_0035,linguistic,register_formality,,short_text,Is the phrase 'I'm gonna grab a snack' too casual for work?
HB_EXP1_0068,linguistic_v2_syntax_parsing_0005,linguistic,syntax_parsing,,short_text,"In the sentence ""The athletes, worn out from the intense training, recovered at the gym"", what word does ""worn out from the intense training"" modify?"
HB_EXP1_0069,linguistic_v2_ambiguity_resolution_0028,linguistic,ambiguity_resolution,,short_text,Provide two interpretations of: 'The new curriculum is impacting the students who are in their final year.'
HB_EXP1_0070,linguistic_v2_grammar_correction_0044,linguistic,grammar_correction,,short_text,Identify the grammatical error in: 'The new law applies to all residents whom are living in the city.'
HB_EXP1_0071,linguistic_v2_morphology_0012,linguistic,morphology,,short_text,What is the derivational history of 'irreplaceable'?
HB_EXP1_0072,linguistic_v2_register_formality_0036,linguistic,register_formality,,short_text,Is the phrase 'Talk to you later!' formal or informal?
HB_EXP1_0073,logical_v2_conditional_reasoning_0037,logical,conditional_reasoning,,short_text,"If a bike has a bell, it can be ridden. This bike cannot be ridden. Does it have a bell?"
HB_EXP1_0074,logical_v2_proof_evaluation_0043,logical,proof_evaluation,,short_text,Premise: All countries in Europe use the Euro. The UK is in Europe. Conclusion: The UK uses the Euro. What is wrong?
HB_EXP1_0075,logical_v2_propositional_logic_0015,logical,propositional_logic,,short_text,"If the warning signal is off, the workers can proceed. The warning signal is currently off. Can the workers proceed?"
HB_EXP1_0076,logical_v2_set_relations_0008,logical,set_relations,,short_text,All cats are pets. Is a cat a pet?
HB_EXP1_0077,logical_v2_syllogisms_0009,logical,syllogisms,,short_text,All cellos are string instruments. The Amati is a cello. What type of instrument is the Amati?
HB_EXP1_0078,logical_v2_conditional_reasoning_0032,logical,conditional_reasoning,,short_text,"If a bicycle is blue, it belongs to John. This bicycle belongs to John. Is this bicycle blue?"
HB_EXP1_0079,logical_v2_proof_evaluation_0044,logical,proof_evaluation,,short_text,Premise: All cars have wheels. This bike is a car. Conclusion: This bike has wheels. What is wrong?
HB_EXP1_0080,logical_v2_propositional_logic_0016,logical,propositional_logic,,short_text,"If the copier is jammed, it will display an error code. The copier is currently displaying an error code. Is the copier jammed?"
HB_EXP1_0081,logical_v2_set_relations_0021,logical,set_relations,,short_text,All cars are vehicles. A truck is a vehicle. Is a truck a car?
HB_EXP1_0082,logical_v2_syllogisms_0006,logical,syllogisms,,short_text,All apples are produce. The Granny Smith is an apple. What is the Granny Smith?
HB_EXP1_0083,logical_v2_conditional_reasoning_0031,logical,conditional_reasoning,,short_text,"If a dog is happy, it will wag its tail. A dog did not wag its tail. Is the dog happy?"
HB_EXP1_0084,logical_v2_proof_evaluation_0044,logical,proof_evaluation,,short_text,Premise: All dogs have tails. My neighbor's dog is a dog. Conclusion: My neighbor's dog has a tail. What is wrong?
HB_EXP1_0085,logical_v2_propositional_logic_0018,logical,propositional_logic,,short_text,"If the eggs are cooked, the timer will beep. The timer is currently beeping. Are the eggs cooked?"
HB_EXP1_0086,logical_v2_set_relations_0022,logical,set_relations,,short_text,All hexagons are polygons. A rhombus is a hexagon. Is a rhombus a polygon?
HB_EXP1_0087,logical_v2_syllogisms_0009,logical,syllogisms,,short_text,All dogs are animals. Fido is a dog. What is Fido?
HB_EXP1_0088,logical_v2_conditional_reasoning_0032,logical,conditional_reasoning,,short_text,"If a pencil is sharp, it can write. The pencil cannot write. Is the pencil sharp?"
HB_EXP1_0089,logical_v2_proof_evaluation_0045,logical,proof_evaluation,,short_text,Premise: All isosceles trapezoids are parallelograms. A parallelogram is an isosceles trapezoid. Conclusion: All isosceles trapezoids are parallelograms. What is wrong?
HB_EXP1_0090,logical_v2_propositional_logic_0014,logical,propositional_logic,,short_text,"If the projector is focused, the presentation will begin. The projector is not focused. Will the presentation begin?"
HB_EXP1_0091,logical_v2_set_relations_0021,logical,set_relations,,short_text,All roses are flowers. A daisy is a flower. Is a daisy a rose?
HB_EXP1_0092,logical_v2_syllogisms_0002,logical,syllogisms,,short_text,All cats are pets. Fluffy is a cat. What is Fluffy?
HB_EXP1_0093,logical_v2_conditional_reasoning_0033,logical,conditional_reasoning,,short_text,"If a chef follows all the recipe steps, they will create a perfect dish. Olivia did not create a perfect dish. Did Olivia follow all the recipe steps?"
HB_EXP1_0094,logical_v2_proof_evaluation_0047,logical,proof_evaluation,,short_text,Premise: All people who are 21 or older can buy liquor. My 20-year-old sister cannot buy liquor. Conclusion: My sister is not 21 or older.
HB_EXP1_0095,logical_v2_propositional_logic_0010,logical,propositional_logic,,short_text,"If the pressure gauge reads above 120 psi, the pressure relief valve opens. The pressure gauge currently reads 125 psi. Does the pressure relief valve open?"
HB_EXP1_0096,logical_v2_set_relations_0026,logical,set_relations,,short_text,All fish can breathe air. A shark is a fish. Can a shark breathe air?
HB_EXP1_0097,procedural_v2_algorithm_execution_0006,procedural,algorithm_execution,,short_text,"Perform one pass of the counting sort algorithm on the array [1, 0, 0, 8, 6, 6, 5]. What is the count array?"
HB_EXP1_0098,procedural_v2_error_recovery_0046,procedural,error_recovery,,short_text,"A textile mill's quality assurance system fails, allowing substandard fabrics to be packaged and shipped. What is the correct recovery action?"
HB_EXP1_0099,procedural_v2_multistep_planning_0032,procedural,multistep_planning,,short_text,You want to set up a new user account with a home directory. List the ordered steps to achieve this if you are the system administrator and the home directory is created automatically.
HB_EXP1_0100,procedural_v2_protocol_compliance_0020,procedural,protocol_compliance,,short_text,"A poison control hotline receives a call from a frantic parent whose child has ingested a toxic substance. According to the standard poison control protocol, what is the next step?"
HB_EXP1_0101,procedural_v2_recipe_following_0013,procedural,recipe_following,,short_text,"A recipe for 2 small bread rolls calls for baking at 375°F for 8 minutes. If you double the recipe, what adjustment should you make to the baking time?"
HB_EXP1_0102,procedural_v2_algorithm_execution_0000,procedural,algorithm_execution,,short_text,"Perform one iteration of Dijkstra's algorithm on the graph with vertices X, Y, Z, and edges (X, Y, 3), (X, Z, 5), (Y, Z, 2) with starting vertex X. What is the shortest distance to vertex Z?"
HB_EXP1_0103,procedural_v2_error_recovery_0040,procedural,error_recovery,,short_text,A phone app is consuming 30% of the phone's memory. What is the correct action to take?
HB_EXP1_0104,procedural_v2_multistep_planning_0034,procedural,multistep_planning,,short_text,A user wants to reset their forgotten macOS password. The user has a macOS installation USB. List the correct ordered steps.
HB_EXP1_0105,procedural_v2_protocol_compliance_0023,procedural,protocol_compliance,,short_text,"A web form submission is received with a password that does not meet the minimum complexity requirements. Per standard web form validation protocol, what should happen?"
HB_EXP1_0106,procedural_v2_recipe_following_0019,procedural,recipe_following,,short_text,"A recipe for making cookies calls for 2 1/4 cups of all-purpose flour, 1 1/2 cups of confectioner's sugar, and 1 teaspoon of baking powder. If you substitute pastry flour for all-purpose flour, what adjustment should you make to the amount of sugar?"
HB_EXP1_0107,procedural_v2_algorithm_execution_0002,procedural,algorithm_execution,,short_text,"Run one pass of the selection sort algorithm on the array [8, 5, 3, 2, 6]. What is the array after the pass?"
HB_EXP1_0108,procedural_v2_error_recovery_0046,procedural,error_recovery,,short_text,A continuous deployment pipeline has failed due to a malfunctioning deployment script. The script has already caused two consecutive deployment failures. What is the correct recovery action?
HB_EXP1_0109,procedural_v2_multistep_planning_0031,procedural,multistep_planning,,short_text,"A new team member needs to set up their workstation with the department's intranet and a required module. The module requires Ruby 2.7+, but the workstation has Ruby 2.5. List the correct ordered steps."
HB_EXP1_0110,procedural_v2_protocol_compliance_0020,procedural,protocol_compliance,,short_text,"A search and rescue team receives a distress call from a stranded hiker. According to the standard search and rescue protocol, what is the next step?"
HB_EXP1_0111,procedural_v2_recipe_following_0011,procedural,recipe_following,,short_text,"A pastry recipe requires 6 large eggs, 4 3/4 cups of confectioner's sugar, and 4 teaspoons of baking powder. If you double the recipe, what is the new amount of baking powder needed?"
HB_EXP1_0112,procedural_v2_algorithm_execution_0003,procedural,algorithm_execution,,short_text,"Perform one iteration of the quicksort algorithm on the list [8, 3, 1, 7, 2, 6] with pivot 2. What are the sublists?"
HB_EXP1_0113,procedural_v2_error_recovery_0044,procedural,error_recovery,,short_text,"A database cluster has detected a failed node, resulting in a 50% reduction in query processing capacity. What is the correct recovery action?"
HB_EXP1_0114,procedural_v2_multistep_planning_0039,procedural,multistep_planning,,short_text,Your Git repository is out of sync with the remote repository. What is the first step to update it?
HB_EXP1_0115,procedural_v2_protocol_compliance_0021,procedural,protocol_compliance,,short_text,"A code file is opened by three developers at the same time, and one developer tries to save modifications. Per standard file locking protocol, what should happen?"
HB_EXP1_0116,procedural_v2_recipe_following_0016,procedural,recipe_following,,short_text,"A recipe for making pizza dough calls for 1 cup of warm water, 1 teaspoon of active dry yeast, and 2 cups of all-purpose flour. If you reduce the amount of yeast to 1/2 teaspoon, what adjustment should you make to the rising time?"
HB_EXP1_0117,procedural_v2_algorithm_execution_0007,procedural,algorithm_execution,,short_text,"Apply the first step of the radix sort algorithm to the list [118, 23, 945, 67, 39, 85, 5, 12]. What is the list after the step?"
HB_EXP1_0118,procedural_v2_error_recovery_0045,procedural,error_recovery,,short_text,"A data center's cooling system fails, causing a rise in server temperature. What is the correct recovery action?"
HB_EXP1_0119,procedural_v2_multistep_planning_0033,procedural,multistep_planning,,short_text,Your Python program requires the NumPy library. You have pip installed. What's the next step?
HB_EXP1_0120,procedural_v2_protocol_compliance_0026,procedural,protocol_compliance,,short_text,"A client submits an order form with an invalid shipping address. According to standard order processing protocol, what is the next action?"
HB_EXP1_0121,social_v2_implicature_0003,social,implicature,,short_text,A roommate asks to use your gaming console and you say 'I'm not sure if it's free tonight.' What do you likely mean?
HB_EXP1_0122,social_v2_pragmatic_inference_0024,social,pragmatic_inference,,short_text,A: Can you make me a sandwich? B: I'm not a chef. What should A do?
HB_EXP1_0123,social_v2_sarcasm_detection_0031,social,sarcasm_detection,,short_text,"After winning a game, Sarah said 'I'm so disappointed.' Was she being sincere or sarcastic?"
HB_EXP1_0124,social_v2_social_norm_violation_0043,social,social_norm_violation,,short_text,A colleague often interrupts others during video conferences and doesn't let them contribute to the discussion.
HB_EXP1_0125,social_v2_theory_of_mind_0019,social,theory_of_mind,,short_text,Emily put her favorite book in a backpack before going to school. Where will Emily look for the book when she gets to school?
HB_EXP1_0126,social_v2_implicature_0009,social,implicature,,short_text,"A coworker asks if you enjoyed their new art exhibit, and you say 'The lighting is excellent.' What do you likely mean?"
HB_EXP1_0127,social_v2_pragmatic_inference_0027,social,pragmatic_inference,,short_text,A: Can you help me move this couch? C: I'm on a phone call. What should A do?
HB_EXP1_0128,social_v2_sarcasm_detection_0036,social,sarcasm_detection,,short_text,"After waiting in line for hours, a concertgoer said 'What an amazing venue!' Was the concertgoer being sincere or sarcastic?"
HB_EXP1_0129,social_v2_social_norm_violation_0040,social,social_norm_violation,,short_text,"During a quiet hour on a bus, a passenger starts playing music loudly from their phone's speaker while others are trying to rest. Is this a social norm violation?"
HB_EXP1_0130,social_v2_theory_of_mind_0019,social,theory_of_mind,,short_text,Sophia put her favorite doll in a bag before going to grandma's house. Where will Sophia look for the doll when she gets to grandma's house?
HB_EXP1_0131,social_v2_implicature_0005,social,implicature,,short_text,A neighbor asks for your honest opinion on their new home renovation plan and you say 'It's... lofty.' What do you likely mean?
HB_EXP1_0132,social_v2_pragmatic_inference_0011,social,pragmatic_inference,,short_text,A: Can you turn off the light? B: I'm not near the switch. What should A do?
HB_EXP1_0133,social_v2_sarcasm_detection_0038,social,sarcasm_detection,,short_text,"After missing their flight, someone said 'This is exactly the way I wanted to spend my afternoon, waiting in the airport.' Was the person being sincere or sarcastic?"
HB_EXP1_0134,social_v2_social_norm_violation_0045,social,social_norm_violation,,short_text,"During a job interview, the interviewer stands very close to the candidate, invading their personal space. Is this a social norm violation?"
HB_EXP1_0135,social_v2_theory_of_mind_0013,social,theory_of_mind,,short_text,"Ethan's coach informed him that the soccer team's meeting is in the conference room. Later, the meeting was relocated to the cafeteria without Ethan's knowledge. Where does Ethan think the meeting is?"
HB_EXP1_0136,social_v2_implicature_0004,social,implicature,,short_text,"A friend asks if you're free to hang out, and you say 'I have other plans.' What do you likely mean?"
HB_EXP1_0137,social_v2_pragmatic_inference_0023,social,pragmatic_inference,,short_text,A: Can you help me? B: I have a family event on Saturday. What should A do?
HB_EXP1_0138,social_v2_sarcasm_detection_0039,social,sarcasm_detection,,short_text,A client who received an incorrect invoice said 'This is exactly the amount I was expecting.' Was the client being sincere or sarcastic?
HB_EXP1_0139,social_v2_social_norm_violation_0049,social,social_norm_violation,,short_text,A guest at a hotel takes a towel from another guest's room without asking permission. Is this a social norm violation?
HB_EXP1_0140,social_v2_theory_of_mind_0018,social,theory_of_mind,,short_text,Tom's friend told him the bus leaves at 5. What time does Tom think the bus leaves?
HB_EXP1_0141,social_v2_implicature_0008,social,implicature,,short_text,A friend asks to borrow money and you say 'I'm on a tight budget right now.' What do you likely mean?
HB_EXP1_0142,social_v2_pragmatic_inference_0027,social,pragmatic_inference,,short_text,"A invites B to the movies. B says, 'I don't have money for a ticket.' What should A do?"
HB_EXP1_0143,social_v2_sarcasm_detection_0033,social,sarcasm_detection,,short_text,"As it started raining on their wedding day, the bride said 'This is just perfect!' Was she being sincere or sarcastic?"
HB_EXP1_0144,social_v2_social_norm_violation_0049,social,social_norm_violation,,short_text,A student in the library starts tapping their pen loudly on the desk of the person sitting next to them. Is this a social norm violation?
HB_EXP1_0145,spatial_v2_2d_geometry_0006,spatial,2d_geometry,,exact_numeric,A rectangle is 3 units long and 3 units wide. What is the area of the rectangle?
HB_EXP1_0146,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,exact_numeric,A rectangle with a length of 2 units and a width of 1 unit has how many unit squares on its surface?
HB_EXP1_0147,spatial_v2_distance_direction_0016,spatial,distance_direction,,short_text,Alex is east of Ben. Ben is east of Chris. Who is furthest west?
HB_EXP1_0148,spatial_v2_relative_positioning_0024,spatial,relative_positioning,,short_text,The picture is above the shelf. The vase is below the shelf. What is between the picture and vase?
HB_EXP1_0149,spatial_v2_spatial_transformation_0037,spatial,spatial_transformation,,short_text,A mirror reflection is applied to an L-shape pointing upwards and to the left. Which direction does the L-shape now point?
HB_EXP1_0150,spatial_v2_2d_geometry_0007,spatial,2d_geometry,,exact_numeric,A billboard has a width of 9 meters and a height of 6 meters. What is its area?
HB_EXP1_0151,spatial_v2_3d_visualization_0049,spatial,3d_visualization,,exact_numeric,A 1×2×1 stack of unit cubes has how many unit cubes?
HB_EXP1_0152,spatial_v2_distance_direction_0015,spatial,distance_direction,,short_text,A skateboard is placed west of a scooter. The scooter is west of a moped. Which vehicle is furthest east?
HB_EXP1_0153,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,short_text,The toy car is below the block. The toy truck is above the block. What is between the toy car and the toy truck?
HB_EXP1_0154,spatial_v2_spatial_transformation_0033,spatial,spatial_transformation,,short_text,A mirror reflection is applied to a compass needle pointing north. Which direction does the compass needle now point?
HB_EXP1_0155,spatial_v2_2d_geometry_0001,spatial,2d_geometry,,exact_numeric,A billboard has a width of 8 meters and a height of 9 meters. What is its area?
HB_EXP1_0156,spatial_v2_3d_visualization_0041,spatial,3d_visualization,,exact_numeric,A small cube-shaped box has how many visible surfaces?
HB_EXP1_0157,spatial_v2_distance_direction_0005,spatial,distance_direction,,short_text,Ruby is south of Lucas. Who is furthest north?
HB_EXP1_0158,spatial_v2_relative_positioning_0024,spatial,relative_positioning,,short_text,The house is north of the park. The school is south of the park. What is between the house and the school?
HB_EXP1_0159,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,short_text,A 90-degree clockwise rotation is applied to a sign pointing towards the southwest. Which direction does the sign now point?
HB_EXP1_0160,spatial_v2_2d_geometry_0001,spatial,2d_geometry,,exact_numeric,A picture frame has a width of 6 inches and a height of 8 inches. What is its area?
HB_EXP1_0161,spatial_v2_3d_visualization_0040,spatial,3d_visualization,,exact_numeric,A 1×1×3 stack of unit cubes has how many unit cubes?
HB_EXP1_0162,spatial_v2_distance_direction_0018,spatial,distance_direction,,short_text,A chair is placed south of a table. The table is south of a desk. Which piece of furniture is furthest north?
HB_EXP1_0163,spatial_v2_relative_positioning_0022,spatial,relative_positioning,,short_text,The TV is right of the sofa. The coffee table is left of the sofa. What is between the TV and the coffee table?
HB_EXP1_0164,spatial_v2_spatial_transformation_0034,spatial,spatial_transformation,,short_text,"A rectangle's long side points down. If it is turned 90 degrees to the left, which direction does its long side point?"
HB_EXP1_0165,spatial_v2_2d_geometry_0000,spatial,2d_geometry,,exact_numeric,What is the perimeter of a square garden with sides of length 9 meters?
HB_EXP1_0166,spatial_v2_3d_visualization_0016,spatial,3d_visualization,,exact_numeric,A 2-block tower is built with 2 blocks stacked horizontally to the east. Each block is a 1x1 rectangle. How many visible sides does the tower have?
HB_EXP1_0167,spatial_v2_distance_direction_0012,spatial,distance_direction,,short_text,A house is placed north of a shed. The shed is north of a barn. Which object is furthest south?
HB_EXP1_0168,spatial_v2_relative_positioning_0020,spatial,relative_positioning,,short_text,The sofa is left of the coffee table. The TV is right of the coffee table. What is between the sofa and the TV?
HB_EXP1_0169,temporal_v2_duration_estimation_0019,temporal,duration_estimation,,short_text,"A person travels for 6 hours. If they start on a Wednesday at 9:00 AM, when do they arrive?"
HB_EXP1_0170,temporal_v2_ordering_events_0006,temporal,ordering_events,,short_text,"What was the order of these events: Apple introduces the Macintosh computer (1984), first Space Shuttle disaster (1986), and first mobile phone call (1973)?"
HB_EXP1_0171,temporal_v2_scheduling_0039,temporal,scheduling,,short_text,A lecture begins at 9:00 AM and lasts for 2 hours and 30 minutes. What time will it end?
HB_EXP1_0172,temporal_v2_temporal_paradoxes_0043,temporal,temporal_paradoxes,,short_text,A film was released in 1960 and its director was born in 1950. Is this possible?
HB_EXP1_0173,temporal_v2_timezone_arithmetic_0025,temporal,timezone_arithmetic,,short_text,"It's 1 AM in Moscow, which is UTC+3. What time is it in UTC?"
