item_id,question_id,correct_answer,answer_type,domain
HB_EXP1_0079,factual_v2_cross_domain_trivia_0041,Jupiter,short_text,factual
HB_EXP1_0080,factual_v2_culture_0030,Salvador Dali,short_text,factual
HB_EXP1_0081,factual_v2_geography_0002,Antarctic Desert,short_text,factual
HB_EXP1_0082,factual_v2_history_0020,1911,short_text,factual
HB_EXP1_0083,factual_v2_science_0010,Photosynthesis,short_text,factual
HB_EXP1_0084,factual_v2_cross_domain_trivia_0041,Iron,short_text,factual
HB_EXP1_0085,factual_v2_culture_0032,Thomas Edison,short_text,factual
HB_EXP1_0086,factual_v2_geography_0005,Brasília,short_text,factual
HB_EXP1_0087,factual_v2_history_0026,Herodotus,short_text,factual
HB_EXP1_0088,factual_v2_science_0014,100,short_text,factual
HB_EXP1_0089,factual_v2_cross_domain_trivia_0048,F. Scott Fitzgerald,short_text,factual
HB_EXP1_0090,factual_v2_culture_0035,Ludwig van Beethoven,short_text,factual
HB_EXP1_0091,factual_v2_geography_0003,Bogotá,short_text,factual
HB_EXP1_0092,factual_v2_history_0028,Elizabeth I,short_text,factual
HB_EXP1_0093,factual_v2_science_0014,100,short_text,factual
HB_EXP1_0094,factual_v2_cross_domain_trivia_0049,King George III,short_text,factual
HB_EXP1_0095,factual_v2_culture_0039,William Shakespeare,short_text,factual
HB_EXP1_0096,factual_v2_geography_0004,Alaska,short_text,factual
HB_EXP1_0097,linguistic_v2_ambiguity_resolution_0023,(1) The woman heard the man who was using a phone; (2) The woman heard the man by using a phone.,short_text,linguistic
HB_EXP1_0098,linguistic_v2_grammar_correction_0043,"No, the sentence is grammatically correct.",short_text,linguistic
HB_EXP1_0099,linguistic_v2_morphology_0018,non- + conform + -ity,short_text,linguistic
HB_EXP1_0100,linguistic_v2_register_formality_0032,No,short_text,linguistic
HB_EXP1_0101,linguistic_v2_syntax_parsing_0002,organization,short_text,linguistic
HB_EXP1_0102,linguistic_v2_ambiguity_resolution_0021,The researcher is studying a report while on the plane.,short_text,linguistic
HB_EXP1_0103,linguistic_v2_grammar_correction_0043,"'was' should be 'were' — 'if' clause requires the subjunctive mood, 'were' is the correct form for the subjunctive",short_text,linguistic
HB_EXP1_0104,linguistic_v2_morphology_0014,dis- + enthusiasm + -atic + -ally,short_text,linguistic
HB_EXP1_0105,linguistic_v2_register_formality_0033,I'm super excited to announce my colleague's upcoming wedding!,short_text,linguistic
HB_EXP1_0106,linguistic_v2_syntax_parsing_0004,song,short_text,linguistic
HB_EXP1_0107,linguistic_v2_ambiguity_resolution_0022,(1) I'm searching for a pencil that I can use to draw with; (2) I'm looking for a pencil with which to draw (formal or old-fashioned usage),short_text,linguistic
HB_EXP1_0108,linguistic_v2_grammar_correction_0045,"'they is' should be 'they are' — subject-verb agreement, 'they' is a plural subject",short_text,linguistic
HB_EXP1_0109,linguistic_v2_morphology_0011,im-,short_text,linguistic
HB_EXP1_0110,linguistic_v2_register_formality_0035,No,short_text,linguistic
HB_EXP1_0111,linguistic_v2_syntax_parsing_0006,population,short_text,linguistic
HB_EXP1_0112,linguistic_v2_ambiguity_resolution_0021,The author is editing a manuscript while on the ferry.,short_text,linguistic
HB_EXP1_0113,linguistic_v2_grammar_correction_0049,"'it's' should be 'its' — 'its' shows possession, 'it's' is a contraction of 'it is'",short_text,linguistic
HB_EXP1_0114,linguistic_v2_morphology_0012,account → accountable → unaccountable,short_text,linguistic
HB_EXP1_0115,linguistic_v2_register_formality_0035,Yes,short_text,linguistic
HB_EXP1_0116,linguistic_v2_syntax_parsing_0005,athletes,short_text,linguistic
HB_EXP1_0117,linguistic_v2_ambiguity_resolution_0028,(1) The new curriculum is having an impact on the students who are in their final year of study; (2) The new curriculum is impacting the students in a way that is in its final year (less likely),short_text,linguistic
HB_EXP1_0118,linguistic_v2_grammar_correction_0044,"'whom are' should be 'who are' — 'who' is the subject of the clause, not 'whom'",short_text,linguistic
HB_EXP1_0119,linguistic_v2_morphology_0012,replace → replaceable → irreplaceable,short_text,linguistic
HB_EXP1_0120,linguistic_v2_register_formality_0036,Informal,short_text,linguistic
HB_EXP1_0121,linguistic_v2_syntax_parsing_0000,manager,short_text,linguistic
HB_EXP1_0122,linguistic_v2_ambiguity_resolution_0023,The mentor gave the apprentice a guide to read during the vacation.,short_text,linguistic
HB_EXP1_0123,linguistic_v2_grammar_correction_0042,Should use the simple future tense 'will be' instead of the future perfect 'will have been' — 'by the time it launches its new product' indicates a future time,short_text,linguistic
HB_EXP1_0124,linguistic_v2_morphology_0012,recognize → recognizable → unrecognizable,short_text,linguistic
HB_EXP1_0125,linguistic_v2_register_formality_0038,Informal,short_text,linguistic
HB_EXP1_0126,linguistic_v2_syntax_parsing_0003,musicians,short_text,linguistic
HB_EXP1_0127,linguistic_v2_ambiguity_resolution_0027,The journalist interviewed the politician using a microphone.,short_text,linguistic
HB_EXP1_0128,linguistic_v2_grammar_correction_0043,"None, but 'team' can be considered a singular noun, so 'The team is going to the game' is also acceptable.",short_text,linguistic
HB_EXP1_0129,linguistic_v2_morphology_0019,re- + new,short_text,linguistic
HB_EXP1_0130,linguistic_v2_register_formality_0031,The purpose of the new rule is to improve student safety.,short_text,linguistic
HB_EXP1_0131,linguistic_v2_syntax_parsing_0005,hikers,short_text,linguistic
HB_EXP1_0132,linguistic_v2_ambiguity_resolution_0024,(1) The coach is having a meeting with the players who are currently on the injured list; (2) The coach is meeting with the players to discuss the injured list.,short_text,linguistic
HB_EXP1_0133,linguistic_v2_grammar_correction_0047,"'are' should be 'is' — 'designer' is the singular subject, 'whom the art director hired' is a non-restrictive clause",short_text,linguistic
HB_EXP1_0134,linguistic_v2_morphology_0010,legit,short_text,linguistic
HB_EXP1_0135,linguistic_v2_register_formality_0039,Could you please update me on the situation?,short_text,linguistic
HB_EXP1_0136,linguistic_v2_syntax_parsing_0008,book,short_text,linguistic
HB_EXP1_0137,linguistic_v2_ambiguity_resolution_0028,(1) The new policy is having an impact on the employees who are over 40 years old; (2) The new policy is affecting the employees in a way that is over 40 (less likely).,short_text,linguistic
HB_EXP1_0138,linguistic_v2_grammar_correction_0019,'team' is a singular noun and 'are' should be 'is',short_text,linguistic
HB_EXP1_0139,linguistic_v2_morphology_0017,-ism,short_text,linguistic
HB_EXP1_0140,linguistic_v2_register_formality_0033,I'm beyond excited to announce my cousin's upcoming visit!,short_text,linguistic
HB_EXP1_0141,linguistic_v2_syntax_parsing_0004,poem,short_text,linguistic
HB_EXP1_0142,linguistic_v2_ambiguity_resolution_0023,(1) The girl saw the boy who was holding binoculars; (2) The girl saw the boy by using binoculars.,short_text,linguistic
HB_EXP1_0143,linguistic_v2_grammar_correction_0047,"'are' should be 'is' — the subject of the sentence is 'the painting', which is singular, so the verb should agree with it in number.",short_text,linguistic
HB_EXP1_0144,linguistic_v2_morphology_0012,-ing,short_text,linguistic
HB_EXP1_0145,logical_v2_conditional_reasoning_0037,No,short_text,logical
HB_EXP1_0146,logical_v2_proof_evaluation_0043,Not all countries in Europe use the Euro — the UK uses the Pound Sterling.,short_text,logical
HB_EXP1_0147,logical_v2_propositional_logic_0015,Yes,short_text,logical
HB_EXP1_0148,logical_v2_set_relations_0008,Yes,short_text,logical
HB_EXP1_0149,logical_v2_syllogisms_0009,a string instrument,short_text,logical
HB_EXP1_0150,logical_v2_conditional_reasoning_0032,Yes,short_text,logical
HB_EXP1_0151,logical_v2_proof_evaluation_0044,"The premise is correct, but the first part of the second premise is incorrect as bikes are not cars.",short_text,logical
HB_EXP1_0152,logical_v2_propositional_logic_0016,Yes,short_text,logical
HB_EXP1_0153,logical_v2_set_relations_0021,No,short_text,logical
HB_EXP1_0154,logical_v2_syllogisms_0006,produce,short_text,logical
HB_EXP1_0155,logical_v2_conditional_reasoning_0031,No,short_text,logical
HB_EXP1_0156,logical_v2_proof_evaluation_0044,Not all dogs have tails — some dogs may be born without or lose their tails due to injury or illness.,short_text,logical
HB_EXP1_0157,logical_v2_propositional_logic_0018,Yes,short_text,logical
HB_EXP1_0158,logical_v2_set_relations_0022,Yes,short_text,logical
HB_EXP1_0159,logical_v2_syllogisms_0009,an animal,short_text,logical
HB_EXP1_0160,logical_v2_conditional_reasoning_0032,No,short_text,logical
HB_EXP1_0161,logical_v2_proof_evaluation_0045,"Not all isosceles trapezoids are parallelograms — isosceles trapezoids can have non-parallel sides, while parallelograms have parallel sides.",short_text,logical
HB_EXP1_0162,logical_v2_propositional_logic_0014,No,short_text,logical
HB_EXP1_0163,logical_v2_set_relations_0021,No,short_text,logical
HB_EXP1_0164,logical_v2_syllogisms_0002,a pet,short_text,logical
HB_EXP1_0165,logical_v2_conditional_reasoning_0033,No,short_text,logical
HB_EXP1_0166,logical_v2_proof_evaluation_0047,"The conclusion is correct, but the premise does not necessarily imply the conclusion, there could be other reasons why someone cannot buy liquor.",short_text,logical
HB_EXP1_0167,logical_v2_propositional_logic_0010,Yes,short_text,logical
HB_EXP1_0168,logical_v2_set_relations_0026,No,short_text,logical
HB_EXP1_0169,logical_v2_syllogisms_0008,a property,short_text,logical
HB_EXP1_0170,logical_v2_conditional_reasoning_0030,No,short_text,logical
HB_EXP1_0171,logical_v2_proof_evaluation_0040,"The conclusion is actually correct, there is no error in this statement as all amphibians undergo metamorphosis.",short_text,logical
HB_EXP1_0172,logical_v2_propositional_logic_0012,Yes,short_text,logical
HB_EXP1_0173,logical_v2_set_relations_0028,No,short_text,logical
HB_EXP1_0174,logical_v2_syllogisms_0003,a vehicle,short_text,logical
HB_EXP1_0175,logical_v2_conditional_reasoning_0035,No,short_text,logical
HB_EXP1_0176,logical_v2_proof_evaluation_0046,"The premise is actually correct, but the conclusion is correct too, the problem is with the example: 12 is indeed even, but the conclusion is not wrong, the mistake is in the example, 12 is not the best example to test this premise.",short_text,logical
HB_EXP1_0177,logical_v2_propositional_logic_0007,Yes,short_text,logical
HB_EXP1_0178,logical_v2_set_relations_0028,No,short_text,logical
HB_EXP1_0179,logical_v2_syllogisms_0008,a structure,short_text,logical
HB_EXP1_0180,logical_v2_conditional_reasoning_0034,No,short_text,logical
HB_EXP1_0181,logical_v2_proof_evaluation_0044,"The premise is correct, but the first part of the second premise is incorrect as chairs are not books.",short_text,logical
HB_EXP1_0182,logical_v2_propositional_logic_0015,Yes,short_text,logical
HB_EXP1_0183,logical_v2_set_relations_0027,No,short_text,logical
HB_EXP1_0184,logical_v2_syllogisms_0001,a stringed instrument,short_text,logical
HB_EXP1_0185,logical_v2_conditional_reasoning_0033,No,short_text,logical
HB_EXP1_0186,logical_v2_proof_evaluation_0040,Nothing is wrong with this conclusion.,short_text,logical
HB_EXP1_0187,logical_v2_propositional_logic_0017,No,short_text,logical
HB_EXP1_0188,logical_v2_set_relations_0028,No,short_text,logical
HB_EXP1_0189,logical_v2_syllogisms_0002,an omnivore,short_text,logical
HB_EXP1_0190,logical_v2_conditional_reasoning_0015,No,short_text,logical
HB_EXP1_0191,logical_v2_proof_evaluation_0045,"Not all right triangles are isosceles triangles — right triangles can have different side lengths, while isosceles triangles have at least two equal sides.",short_text,logical
HB_EXP1_0192,logical_v2_propositional_logic_0014,No,short_text,logical
HB_EXP1_0193,procedural_v2_algorithm_execution_0006,"[2, 1, 0, 0, 0, 0, 1, 0, 1]",short_text,procedural
HB_EXP1_0194,procedural_v2_error_recovery_0046,"Immediately halt production, inspect and isolate all potentially substandard fabrics, and implement a manual quality assurance process until the system is repaired.",short_text,procedural
HB_EXP1_0195,procedural_v2_multistep_planning_0032,"1. Use 'useradd' to create the new user, 2. Set the user's password with 'passwd'.",short_text,procedural
HB_EXP1_0196,procedural_v2_protocol_compliance_0020,"Ask the parent about the child's location and the substance ingested, and dispatch emergency services immediately if necessary, while continuing to assess the situation over the phone.",short_text,procedural
HB_EXP1_0197,procedural_v2_recipe_following_0013,Increase baking time by 2 minutes.,short_text,procedural
HB_EXP1_0198,procedural_v2_algorithm_execution_0000,5,short_text,procedural
HB_EXP1_0199,procedural_v2_error_recovery_0040,Close the app to free up memory.,short_text,procedural
HB_EXP1_0200,procedural_v2_multistep_planning_0034,"1. Boot from the macOS installation USB, 2. Select the 'Disk Utility' option, 3. Open the Terminal, 4. Use the 'passwd' command to reset the password",short_text,procedural
HB_EXP1_0201,procedural_v2_protocol_compliance_0023,"Reject submission, display an inline validation error on the password field, and provide feedback on the password requirements.",short_text,procedural
HB_EXP1_0202,procedural_v2_recipe_following_0019,"No adjustment needed, as pastry flour does not affect the sweetness of the cookies.",short_text,procedural
HB_EXP1_0203,procedural_v2_algorithm_execution_0002,"[2, 5, 3, 8, 6]",short_text,procedural
HB_EXP1_0204,procedural_v2_error_recovery_0046,"Roll back to the previous working version of the deployment script, identify and fix the issue, and re-run the pipeline.",short_text,procedural
HB_EXP1_0205,procedural_v2_multistep_planning_0031,"1. Install Ruby 2.7+, 2. Configure the intranet connection, 3. Install the required module",short_text,procedural
HB_EXP1_0206,procedural_v2_protocol_compliance_0020,"Ask the hiker about their location and dispatch a rescue team immediately, while continuing to assess the situation over the phone.",short_text,procedural
HB_EXP1_0207,procedural_v2_recipe_following_0011,8 teaspoons of baking powder,short_text,procedural
HB_EXP1_0208,procedural_v2_algorithm_execution_0003,"[1] and [3, 7, 8, 6]",short_text,procedural
HB_EXP1_0209,procedural_v2_error_recovery_0044,"Redirect queries to available nodes, and initiate a restart or replacement of the failed node.",short_text,procedural
HB_EXP1_0210,procedural_v2_multistep_planning_0039,Run 'git fetch' to update the local copy.,short_text,procedural
HB_EXP1_0211,procedural_v2_protocol_compliance_0021,Prevent the developer from saving modifications and display a notification indicating that the file is locked by another developer.,short_text,procedural
HB_EXP1_0212,procedural_v2_recipe_following_0016,Increase the rising time to about 2 to 2 1/2 hours.,short_text,procedural
HB_EXP1_0213,procedural_v2_algorithm_execution_0007,"[945, 118, 5, 12, 23, 39, 67, 85]",short_text,procedural
HB_EXP1_0214,procedural_v2_error_recovery_0045,"Activate the emergency cooling system to rapidly reduce the server temperature, then initiate a controlled shutdown of non-essential servers.",short_text,procedural
HB_EXP1_0215,procedural_v2_multistep_planning_0033,Run 'pip install numpy',short_text,procedural
HB_EXP1_0216,procedural_v2_protocol_compliance_0026,"Reject the order, display an error message to the client, and provide options for address correction.",short_text,procedural
HB_EXP1_0217,procedural_v2_recipe_following_0012,Increase the cooking time to about 40-45 minutes.,short_text,procedural
HB_EXP1_0218,procedural_v2_algorithm_execution_0004,"[6, 10, 12, 8]",short_text,procedural
HB_EXP1_0219,procedural_v2_error_recovery_0047,"Activate the drone's stabilization system to stabilize its orientation, then use backup navigation systems or remote control instructions to correct its position.",short_text,procedural
HB_EXP1_0220,procedural_v2_multistep_planning_0037,CREATE INDEX,short_text,procedural
HB_EXP1_0221,procedural_v2_protocol_compliance_0011,"Reject submission, display an error message next to the answer.",short_text,procedural
HB_EXP1_0222,procedural_v2_recipe_following_0013,"Increase the amount of almond milk slightly, as the egg helps to bind the ingredients together.",short_text,procedural
HB_EXP1_0223,procedural_v2_algorithm_execution_0009,"[[0, 1, 3], [float('inf'), 0, 2], [float('inf'), float('inf'), 0]]",short_text,procedural
HB_EXP1_0224,procedural_v2_error_recovery_0041,Verify the password and update it if necessary.,short_text,procedural
HB_EXP1_0225,procedural_v2_multistep_planning_0030,Use a secure copy (SCP) command with a larger SSH timeout,short_text,procedural
HB_EXP1_0226,procedural_v2_protocol_compliance_0027,Isolate the affected system,short_text,procedural
HB_EXP1_0227,procedural_v2_recipe_following_0011,3 1/2 teaspoons of baking powder,short_text,procedural
HB_EXP1_0228,procedural_v2_algorithm_execution_0000,The shortest distance to vertex Z is 5.,short_text,procedural
HB_EXP1_0229,procedural_v2_error_recovery_0042,"Initiate an immediate shutdown of all sensitive equipment to prevent overheating and damage, then activate the backup chillers to restore cooling.",short_text,procedural
HB_EXP1_0230,procedural_v2_multistep_planning_0030,"1. Connect to the cloud storage service, 2. Boot into a recovery environment, 3. Mount the boot partition, 4. Restore the boot partition from the backup",short_text,procedural
HB_EXP1_0231,procedural_v2_protocol_compliance_0023,"Reject account creation, display an inline validation error on the passphrase field, and provide feedback on the passphrase requirements.",short_text,procedural
HB_EXP1_0232,procedural_v2_recipe_following_0012,Add an additional 1 cup of broth.,short_text,procedural
HB_EXP1_0233,procedural_v2_algorithm_execution_0001,"[4, 9, 1, 7] and [3, 5, 2]",short_text,procedural
HB_EXP1_0234,procedural_v2_error_recovery_0043,"Immediately terminate the production run, ensure the safety of the surrounding area, and schedule a replacement production run once the machine has been repaired or replaced.",short_text,procedural
HB_EXP1_0235,procedural_v2_multistep_planning_0037,Create an index of the book titles.,short_text,procedural
HB_EXP1_0236,procedural_v2_protocol_compliance_0026,"Reject the registration, display an error message to the user, and provide options for re-sending the verification code.",short_text,procedural
HB_EXP1_0237,procedural_v2_recipe_following_0013,"Increase the amount of buttermilk slightly, as the egg helps to bind the ingredients together.",short_text,procedural
HB_EXP1_0238,procedural_v2_algorithm_execution_0009,"[[0, 7, 2], [float('inf'), 0, 1], [float('inf'), float('inf'), 0]]",short_text,procedural
HB_EXP1_0239,procedural_v2_error_recovery_0046,"Immediately halt production, inspect and isolate all potentially non-conforming parts, and implement a manual inspection process until the system is repaired.",short_text,procedural
HB_EXP1_0240,procedural_v2_multistep_planning_0031,"1. Install Java 11+, 2. Configure the VPN connection, 3. Install the required software application",short_text,procedural
HB_EXP1_0241,social_v2_implicature_0003,You are unwilling to let them use the gaming console.,short_text,social
HB_EXP1_0242,social_v2_pragmatic_inference_0024,Make the sandwich themselves or ask someone else,short_text,social
HB_EXP1_0243,social_v2_sarcasm_detection_0031,Sarcastic,short_text,social
HB_EXP1_0244,social_v2_social_norm_violation_0043,Yes,short_text,social
HB_EXP1_0245,social_v2_theory_of_mind_0019,In the backpack,short_text,social
HB_EXP1_0246,social_v2_implicature_0009,"You're not impressed by the artwork, but are focusing on a positive aspect.",short_text,social
HB_EXP1_0247,social_v2_pragmatic_inference_0027,Wait for C to finish their phone call or find someone else,short_text,social
HB_EXP1_0248,social_v2_sarcasm_detection_0036,Sarcastic,short_text,social
HB_EXP1_0249,social_v2_social_norm_violation_0040,Yes,short_text,social
HB_EXP1_0250,social_v2_theory_of_mind_0019,In the bag.,short_text,social
HB_EXP1_0251,social_v2_implicature_0005,You think the plan is unlikely to succeed.,short_text,social
HB_EXP1_0252,social_v2_pragmatic_inference_0011,Get up and turn off the light themselves or ask someone else to do it.,short_text,social
HB_EXP1_0253,social_v2_sarcasm_detection_0038,Sarcastic,short_text,social
HB_EXP1_0254,social_v2_social_norm_violation_0045,Yes,short_text,social
HB_EXP1_0255,social_v2_theory_of_mind_0013,In the conference room,short_text,social
HB_EXP1_0256,social_v2_implicature_0004,You already have something else scheduled and can't hang out.,short_text,social
HB_EXP1_0257,social_v2_pragmatic_inference_0023,Ask someone else for help,short_text,social
HB_EXP1_0258,social_v2_sarcasm_detection_0039,Sarcastic,short_text,social
HB_EXP1_0259,social_v2_social_norm_violation_0049,Yes,short_text,social
HB_EXP1_0260,social_v2_theory_of_mind_0018,5,short_text,social
HB_EXP1_0261,social_v2_implicature_0008,You are unwilling to lend them money.,short_text,social
HB_EXP1_0262,social_v2_pragmatic_inference_0027,Offer to buy B's ticket or suggest a free activity.,short_text,social
HB_EXP1_0263,social_v2_sarcasm_detection_0033,Sarcastic,short_text,social
HB_EXP1_0264,social_v2_social_norm_violation_0049,Yes,short_text,social
HB_EXP1_0265,social_v2_theory_of_mind_0012,At the library,short_text,social
HB_EXP1_0266,social_v2_implicature_0002,They are unwilling to disclose their campaign's current funding.,short_text,social
HB_EXP1_0267,social_v2_pragmatic_inference_0023,Look for another MP3 player or a charger,short_text,social
HB_EXP1_0268,social_v2_sarcasm_detection_0033,Sarcastic,short_text,social
HB_EXP1_0269,social_v2_social_norm_violation_0042,Yes,short_text,social
HB_EXP1_0270,social_v2_theory_of_mind_0019,the last day of the quarter,short_text,social
HB_EXP1_0271,social_v2_implicature_0001,They probably don't like the new tattoo.,short_text,social
HB_EXP1_0272,social_v2_pragmatic_inference_0024,"Suggest a different activity that requires less energy, like reading a book.",short_text,social
HB_EXP1_0273,social_v2_sarcasm_detection_0031,Sarcastic,short_text,social
HB_EXP1_0274,social_v2_social_norm_violation_0044,No,short_text,social
HB_EXP1_0275,social_v2_theory_of_mind_0018,4 PM,short_text,social
HB_EXP1_0276,social_v2_implicature_0003,You are unwilling to lend it to them.,short_text,social
HB_EXP1_0277,social_v2_pragmatic_inference_0028,Use the skateboard or ask someone else for a bike,short_text,social
HB_EXP1_0278,social_v2_sarcasm_detection_0030,Sarcastic,short_text,social
HB_EXP1_0279,social_v2_social_norm_violation_0046,Yes,short_text,social
HB_EXP1_0280,social_v2_theory_of_mind_0014,Build with it,short_text,social
HB_EXP1_0281,social_v2_implicature_0009,They probably have reservations about the policy.,short_text,social
HB_EXP1_0282,social_v2_pragmatic_inference_0023,Ask if B can help another day,short_text,social
HB_EXP1_0283,social_v2_sarcasm_detection_0035,Sarcastic,short_text,social
